Product Name,Sales,Cumulative,Class
Panasonic KX TS3282W Corded phone,1665.804,0.7605994694655559,A
O'Sullivan Manor Hill 2-Door Library in Brianna Oak,1646.9180000000001,0.7613163932785589,A
Enermax Aurora Lite Keyboard,1641.1499999999999,0.7620308062096883,A
"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",1636.864,0.7627433533919084,A
"Carina 42""Hx23 3/4""W Media Storage Unit",1635.796,0.7634554356604942,A
Motorola Moto X,1631.952,0.7641658445882478,A
"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",1623.248,0.7648724645569465,A
Panasonic KX MC6040 Color Laser Multifunction Printer,1619.82,0.7655775922747676,A
Plantronics Audio 478 Stereo USB Headset,1619.676,0.7662826573076044,A
"Hunt PowerHouse Electric Pencil Sharpener, Blue",1617.9479999999999,0.7669869701206288,A
Logitech G600 MMO Gaming Mouse,1615.798,0.7676903470120117,A
AT&T 841000 Phone,1614.6,0.7683932023991498,A
"Iceberg Nesting Folding Chair, 19w x 6d x 43h",1589.406,0.7690850905258991,A
AT&T 1080 Phone,1589.084,0.7697768384820585,A
Mophie Juice Pack Helium for iPhone,1583.8020000000001,0.7704662871181664,A
Deflect-o Glass Clear Studded Chair Mats,1579.3719999999998,0.7711538073203806,A
Microsoft Sculpt Comfort Mouse,1574.03,0.7718390020838,A
GBC ProClick Punch Binding System,1573.908,0.7725241437391076,A
"Hon Metal Bookcases, Black",1570.0775999999998,0.7732076179738312,A
Xerox 1919,1565.818,0.7738892379518925,A
Cameo Buff Policy Envelopes,1555.75,0.7745664752047973,A
Luxo Adjustable Task Clamp Lamp,1545.816,0.775239388064406,A
Avaya 5420 Digital phone,1538.886,0.7759092842091423,A
Eureka Sanitaire  Commercial Upright,1524.5320000000002,0.7765729318798126,A
Harbour Creations 67200 Series Stacking Chairs,1501.8980000000001,0.7772267266898162,A
LG G2,1499.97,0.7778796822175292,A
Microsoft Natural Keyboard Elite,1497.0,0.7785313448674398,A
Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,1489.334,0.779179670412558,A
Hon 4-Shelf Metal Bookcases,1474.308,0.7798214549536832,A
"Bush Westfield Collection Bookcases, Fully Assembled",1473.2982000000002,0.7804627999163556,A
Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,1473.108,0.7811040620826111,A
"Tenex ""The Solids"" Textured Chair Mats",1469.1599999999999,0.7817436056355453,A
"Plantronics CS 50-USB - headset - Convertible, Monaural",1468.692,0.7823829454622805,A
"Mini 13-1/2 Capacity Data Binder Rack, Pearl",1465.7440000000001,0.7830210019880858,A
"Global Leather Task Chair, Black",1448.839,0.7836516995579146,A
"SAFCO Commercial Wire Shelving, 72h",1445.2640000000001,0.7842808408859443,A
Nokia Lumia 1020,1439.968,0.7849076767995492,A
"Leather Task Chair, Black",1437.484,0.7855334313971738,A
"Bush Andora Conference Table, Maple/Graphite Gray Finish",1436.232,0.7861586409836845,A
Xerox 1893,1434.65,0.7867831619059918,A
Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,1431.944,0.7874065048729681,A
"Sauder Facets Collection Library, Sky Alder Finish",1427.683,0.7880279929738447,A
"Bush Westfield Collection Bookcases, Medium Cherry Finish",1426.8878,0.7886491349143077,A
Fellowes Bankers Box Stor/Drawer Steel Plus,1426.308,0.7892700244606461,A
Global Deluxe Office Fabric Chairs,1420.504,0.7898883874538649,A
Logitech Wireless Marathon Mouse M705,1409.718,0.7905020551676303,A
Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,1409.53,0.7911156410426661,A
"Belkin 19"" Vented Equipment Shelf, Black",1400.256,0.791725189830584,A
Logitech G500s Laser Gaming Mouse with Adjustable Weight Tuning,1399.8,0.7923345401160515,A
"Global Armless Task Chair, Royal Blue",1396.442,0.7929424286225089,A
Hewlett-Packard Deskjet 6540 Color Inkjet Printer,1396.21,0.7935502161364912,A
Avaya IP Phone 1140E VoIP phone,1394.95,0.7941574551568604,A
Cisco CP-7937G Unified IP Conference Station Phone,1391.4,0.7947631488182403,A
Cisco IP Phone 7961G VoIP phone - Dark gray,1386.69,0.7953667921582566,A
Samsung Rugby III,1385.79,0.7959700437171208,A
"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",1383.0810000000001,0.7965721160147166,A
Cisco SPA525G2 5-Line IP Phone,1379.92,0.7971728122898433,A
"Belkin 325VA UPS Surge Protector, 6'",1379.172,0.7977731829513012,A
Sauder Camden County Collection Library,1368.2620000000002,0.798368804354569,A
Safco Industrial Wire Shelving,1363.058,0.7989621603921521,A
Ames Color-File Green Diamond Border X-ray Mailers,1360.476,0.7995543924531406,A
Airmail Envelopes,1359.6660000000002,0.8001462719110921,B
Plantronics Voyager Pro Legend,1359.534,0.8007380939078078,B
DYMO CardScan Personal V9 Business Card Scanner,1343.9160000000002,0.8013231171955949,B
Novimex Turbo Task Chair,1341.5220000000002,0.8019070983455171,B
Apple iPhone 5C,1339.866,0.802490358618119,B
AT&T 17929 Lendline Telephone,1339.104,0.8030732871826787,B
Luxo Professional Combination Clamp-On Lamps,1329.9,0.803652209131988,B
"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",1324.8,0.8042289109881012,B
"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",1322.17,0.8048044679726252,B
Xerox 1891,1320.57,0.8053793284573229,B
"Hon Metal Bookcases, Putty",1320.228,0.8059540400651827,B
Honeywell Enviracaire Portable HEPA Air Cleaner for up to 10 x 16 Room,1320.166,0.8065287246836742,B
Avery Arch Ring Binders,1318.87,0.8071028451373066,B
Office Star - Ergonomically Designed Knee Chair,1311.876,0.8076739210160735,B
Nokia Lumia 925,1310.296,0.8082443091012621,B
Eldon Cleatmat Plus Chair Mats for High Pile Carpets,1304.1280000000002,0.8088120121796205,B
"Hon 30"" x 60"" Table with Locking Drawer",1296.028,0.8093761892276087,B
GBC Recycled Regency Composition Covers,1291.248,0.809938285482366,B
Fellowes Recycled Storage Drawers,1287.9479999999999,0.8104989452062318,B
Star Micronics TSP800 TSP847IIU Receipt Printer,1286.85,0.8110591269570919,B
Panasonic KX TS208W Corded phone,1283.538,0.8116178669533116,B
Tennsco Industrial Shelving,1281.442,0.812175694534759,B
White Computer Printout Paper by Universal,1279.08,0.812732493908338,B
Luxo Professional Magnifying Clamp-On Fluorescent Lamps,1268.922,0.8132848713786451,B
"Hon Deluxe Fabric Upholstered Stacking Chairs, Squared Back",1268.696,0.8138371504683519,B
Tyvek Side-Opening Peel & Seel Expanding Envelopes,1266.72,0.8143885693807732,B
Bush Somerset Collection Bookcase,1263.9569999999999,0.8149387855250572,B
Panasonic KX T7736-B Digital phone,1259.58,0.815487096307004,B
Logitech G430 Surround Sound Gaming Headset with Dolby 7.1 Technology,1247.844,0.8160302982627254,B
Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,1243.788,0.8165717345913874,B
Hon Valutask Swivel Chairs,1242.054,0.8171124160883627,B
"SAFCO Mobile Desk Side File, Wire Frame",1240.04,0.8176522208661818,B
"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",1233.412,0.8181891403934708,B
Maxell 4.7GB DVD-R,1231.692,0.8187253111834465,B
Xerox 1888,1231.656,0.8192614663021761,B
Hon 4060 Series Tables,1231.56,0.8197975796309163,B
Blue Parrot B250XT Professional Grade Wireless Bluetooth Headset with,1229.836,0.8203329424810936,B
Case Logic 2.4GHz Wireless Keyboard,1229.754,0.8208682696356547,B
Xerox 1917,1222.75,0.8214005478622267,B
Plantronics Voyager Pro HD - Bluetooth Headset,1221.812,0.8219324177657754,B
Satellite Sectional Post Binders,1219.821,0.822463420962353,B
"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",1217.106,0.8229932422857879,B
Epson TM-T88V Direct Thermal Printer - Monochrome - Desktop,1212.705,0.8235211477993883,B
APC 7 Outlet Network SurgeArrest Surge Protector,1207.2,0.8240466569182742,B
Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,1200.936,0.8245694392403403,B
"Trav-L-File Heavy-Duty Shuttle II, Black",1193.818,0.8250891230088045,B
Fellowes Bankers Box Recycled Super Stor/Drawer,1187.56,0.8256060825923235,B
"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",1184.232,0.8261215934562038,B
SanDisk Cruzer 64 GB USB Flash Drive,1184.032,0.826637017257606,B
GBC Therma-A-Bind 250T Electric Binding System,1180.704,0.8271509923393694,B
Boston Heavy-Duty Trimline Electric Pencil Sharpeners,1166.44,0.8276587581251822,B
GE 30522EE2,1159.9,0.8281636769679552,B
Logitech K350 2.4Ghz Wireless Keyboard,1154.664,0.8286663165150471,B
LG Exalt,1154.326,0.8291688089265504,B
Logitech Illuminated - Keyboard,1139.81,0.8296649823433805,B
Panasonic KX-TG6844B Expandable Digital Cordless Telephone,1135.028,0.8301590740963549,B
"File Shuttle II and Handi-File, Black",1125.148,0.8306488649629025,B
HTC One,1119.888,0.8311363660862713,B
ClearSounds CSC500 Amplified Spirit Phone Corded phone,1119.84,0.8316238463146453,B
O'Sullivan 3-Shelf Heavy-Duty Bookcases,1119.195,0.8321110457665268,B
Advantus Rolling Drawer Organizers,1115.92,0.8325968195703266,B
"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",1115.6399999999999,0.8330824714866567,B
Dana Halogen Swing-Arm Architect Lamp,1114.384,0.8335675766506233,B
"Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener, Beige",1113.024,0.8340520897897377,B
netTALK DUO VoIP Telephone Service,1112.788,0.8345365001951275,B
Hypercom P1300 Pinpad,1108.8,0.8350191745747005,B
Xerox 1988,1102.888,0.8354992753874158,B
Ibico Plastic Spiral Binding Combs,1100.48,0.8359783279678925,B
Ibico Laser Imprintable Binding System Covers,1100.4,0.8364573457233778,B
Xerox 1906,1098.6399999999999,0.8369355973290543,B
"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",1098.504,0.8374137897322456,B
Xerox 1934,1097.2079999999999,0.8378914179705776,B
Catalog Binders with Expanding Posts,1089.936,0.8383658806171995,B
"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",1088.64,0.8388397790989621,B
Global Deluxe High-Back Office Chair in Storm,1087.92,0.8393133641558029,B
Maxell LTO Ultrium - 800 GB,1086.012,0.8397861186366011,B
RCA Visys Integrated PBX 8-Line Router,1085.238,0.8402585361856082,B
GBC Prestige Therm-A-Bind Covers,1073.903,0.8407260194686589,B
Belkin 8 Outlet Surge Protector,1073.676,0.8411934039357968,B
Carina Media Storage Towers in Natural & Black,1073.248,0.8416606020892311,B
Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,1073.112,0.8421277410401802,B
Recycled Steel Personal File for Standard File Folders,1072.626,0.8425946684293071,B
O'Sullivan Cherrywood Estates Traditional Barrister Bookcase,1072.344,0.8430614730603396,B
AT&T 1070 Corded Phone,1070.304,0.8435273896540938,B
"Sauder Camden County Barrister Bookcase, Planked Cherry Finish",1064.624,0.8439908336734648,B
Recycled Steel Personal File for Hanging File Folders,1053.032,0.8444492315515948,B
"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",1051.7759999999998,0.8449070826773613,B
"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",1047.7359999999999,0.8453631751410665,B
"Eureka The Boss Lite 10-Amp Upright Vacuum, Blue",1042.08,0.8458168054778861,B
"Howard Miller 13"" Diameter Goldtone Round Wall Clock",1042.068,0.8462704305909569,B
GBC Twin Loop Wire Binding Elements,1041.664,0.8467238798378216,B
Balt Split Level Computer Training Table,1040.625,0.8471768767951117,B
Logitech G13 Programmable Gameboard with LCD Display,1039.87,0.8476295450915463,B
Star Micronics TSP100 TSP143LAN Receipt Printer,1035.8,0.848080441666548,B
Okidata B400 Printer,1029.6,0.848528639304723,B
Hoover Commercial Lightweight Upright Vacuum with E-Z Empty Dirt Cup,1023.3520000000001,0.8489741171110765,B
"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",1016.7919999999999,0.8494167392681425,B
"Sauder Forest Hills Library with Doors, Woodland Oak Finish",1014.174,0.849858221777368,B
"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",1010.7819999999999,0.8502982277069617,B
"Canon Color ImageCLASS MF8580Cdw Wireless Laser All-In-One Printer, Copier, Scanner",1007.979,0.8507370134559226,B
WD My Passport Ultra 1TB Portable External Hard Drive,1007.4,0.8511755471590086,B
Bevis Rectangular Conference Tables,1007.262,0.8516140207889847,B
Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,1007.152,0.8520524465345979,B
"Eldon ""L"" Workstation Diamond Chairmat",1002.936,0.8524890370031688,B
Tenex B1-RE Series Chair Mats for Low Pile Carpets,1002.3639999999999,0.8529253784730519,B
Nortel Business Series Terminal T7208 Digital phone,1000.728,0.8533610077718626,B
Home/Office Personal File Carts,980.232,0.8537877149078995,B
Xerox 1909,970.784,0.8542103092124625,B
Global Italian Leather Office Chair,969.252,0.8546322366184419,B
Hon Every-Day Chair Series Swivel Task Chairs,967.84,0.8550535493633248,B
Xerox 1885,960.8,0.8554717975089721,B
Xerox 1914,956.3040000000001,0.8558880884901078,B
"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",953.82,0.8563032981552633,B
Belkin Premiere Surge Master II 8-outlet surge protector,952.168,0.8567177886843482,B
"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",949.026,0.8571309114618993,B
Eureka The Boss Cordless Rechargeable Stick Vac,948.228,0.8575436868601621,B
"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box",939.092,0.8579524852444171,B
Tripp Lite TLP810NET Broadband Surge for Modem/Fax,937.848,0.8583607421000573,B
Steel Personal Filing/Posting Tote,937.4639999999999,0.8587688317957392,B
"Sauder Mission Library with Doors, Fruitwood Finish",935.1972,0.8591759347252923,B
"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",929.48,0.8595805488868413,B
SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,927.768,0.8599844177935763,B
Novimex High-Tech Fabric Mesh Task Chair,922.74,0.8603860979496073,B
Riverside Furniture Stanwyck Manor Table Series,917.9200000000001,0.8607856798999118,B
Ativa MDM8000 8-Sheet Micro-Cut Shredder,917.8979999999999,0.8611852522733439,B
Cisco SPA508G,910.662,0.8615816747263118,B
"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",909.9780000000001,0.8619777994256038,B
Plantronics Cordless Phone Headset with In-line Volume - M214C,908.7,0.8623733677956598,B
LG Electronics Tone+ HBS-730 Bluetooth Headset,904.5519999999999,0.8627671304899162,B
"Global Stack Chair without Arms, Black",901.506,0.8631595672226284,B
Vinyl Sectional Post Binders,901.03,0.8635517967466425,B
Sony 64GB Class 10 Micro SDHC R40 Memory Card,899.75,0.8639434690707954,B
Eldon Portable Mobile Manager,899.304,0.864334947245622,B
Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB,888.966,0.8647219251609463,B
SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,884.0,0.8651067413149348,B
Cisco Small Business SPA 502G VoIP phone,882.102,0.8654907312460046,B
"Safco Chair Connectors, 6/Carton",881.192,0.8658743250427982,B
Xerox 1883,881.092,0.8662578753083526,B
Xerox 1960,879.832,0.8666408770802939,B
"Boston School Pro Electric Pencil Sharpener, 1670",873.636,0.8670211816566582,B
"Eldon Base for stackable storage shelf, platinum",872.256,0.8674008855019223,B
Fellowes Superior 10 Outlet Split Surge Protector,867.768,0.8677786356651739,B
Executive Impressions Supervisor Wall Clock,867.2599999999999,0.8681561646897307,B
Xerox 1913,865.4879999999999,0.8685329223407298,B
Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,858.8820000000001,0.8689068043180714,B
"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",858.858,0.8692806758479158,B
Green Bar Computer Printout Paper,857.376,0.869653902244796,B
"Hon Metal Bookcases, Gray",851.76,0.8700246839272863,B
"Belkin 19"" Center-Weighted Shelf, Gray",849.3119999999999,0.8703943999650423,B
Panasonic Kx-TS550,846.216,0.8707627682756346,B
Plantronics 81402,844.672,0.8711304644638946,B
GBC VeloBinder Manual Binding System,842.166,0.8714970697593019,B
"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",834.6,0.8718603814811559,B
Motorola HK250 Universal Bluetooth Headset,832.238,0.8722226649951413,B
Xerox 1916,831.98,0.8725848361985299,B
Balt Solid Wood Rectangular Table,828.0965,0.8729453168662464,B
Safco Industrial Shelving,827.12,0.8733053724514128,B
"Bush Birmingham Collection Bookcase, Dark Cherry",825.174,0.8736645809186656,B
Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,823.2520000000001,0.8740229527155021,B
"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",822.738,0.8743811007617693,B
Global Chrome Stack Chair,815.864,0.8747362564706582,B
Kensington 6 Outlet MasterPiece HOMEOFFICE Power Control Center,812.1600000000001,0.8750897997824494,B
Grandstream GXP1160 VoIP phone,803.692,0.8754396568689103,B
"Global Stack Chair with Arms, Black",803.464,0.875789414704146,B
"Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black",802.074,0.8761385674551576,B
Logitech MX Performance Wireless Mouse,789.822,0.8764823867587498,B
Howard Miller 12-3/4 Diameter Accuwave DS  Wall Clock,786.9,0.8768249340795344,B
"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",783.608,0.8771660483519267,B
GBC Premium Transparent Covers with Diagonal Lined Pattern,780.456,0.8775057905196613,B
JBL Micro Wireless Portable Bluetooth Speaker,779.87,0.8778452775943345,B
Logitech Desktop MK120 Mouse and keyboard Combo,778.736,0.8781842710247558,B
Eldon Radial Chair Mat for Low to Medium Pile Carpets,775.6120000000001,0.8785219045392665,B
Logitech Trackman Marble Mouse,773.742,0.8788587240196053,B
Belkin F9G930V10-GRY 9 Outlet Surge,770.112,0.8791939633159633,B
Xerox 191,767.232,0.8795279489126342,B
"Global Deluxe Stacking Chair, Gray",764.7,0.8798608322983299,B
"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",763.6679999999999,0.8801932664416379,B
Logitech G105 Gaming Keyboard,759.936,0.8805240759991011,B
Fellowes 8 Outlet Superior Workstation Surge Protector,759.1220000000001,0.8808545312122777,B
AT&T CL2909,755.9399999999999,0.8811836012614249,B
Xerox 1951,755.912,0.8815126591218252,B
Staples,755.47,0.8818415245741485,B
Sauder Barrister Bookcases,754.7336,0.8821700694624267,B
Premium Transparent Presentation Covers by GBC,753.182,0.8824979389199985,B
Clarity 53712,752.2860000000001,0.8828254183376677,B
Ibico Recycled Linen-Style Covers,749.952,0.8831518817362153,B
Bush Mission Pointe Library,748.8608,0.8834778701218814,B
Innergie mMini Combo Duo USB Travel Charging Kit,746.834,0.8838029762163926,B
Plantronics Encore H101 Dual Earpieces Headset,746.17,0.8841277932634759,B
Xerox 1943,743.432,0.8844514184252317,B
"Logitech B530 USB Headset - headset - Full size, Binaural",739.8,0.8847734625323819,B
Belkin 8 Outlet SurgeMaster II Gold Surge Protector,737.754,0.8850946159903793,B
"Bush Cubix Collection Bookcases, Fully Assembled",729.2339999999999,0.8854120605868021,B
RCA ViSYS 25825 Wireless digital phone,727.944,0.8857289436302399,B
O'Sullivan 2-Shelf Heavy-Duty Bookcases,723.842,0.8860440410222483,B
Lexmark MarkNet N8150 Wireless Print Server,723.51,0.8863589938905427,B
Xerox 1964,721.7439999999999,0.8866731779971541,B
Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,718.65,0.8869860152472263,B
Avaya 4621SW VoIP phone,709.92,0.8872950522201217,B
Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,709.5,0.8876039063618129,B
WD My Passport Ultra 500GB Portable External Hard Drive,708.0,0.8879121075349168,B
SAFCO Folding Chair Trolley,705.32,0.888219142070812,B
Panasonic KP-380BK Classic Electric Pencil Sharpener,705.208,0.8885261278517192,B
Lock-Up Easel 'Spel-Binder',704.691,0.8888328885761202,B
Zebra GK420t Direct Thermal/Thermal Transfer Printer,703.71,0.8891392222590652,B
"Deflect-o EconoMat Nonstudded, No Bevel Mat",702.44,0.889445003095273,B
iHome FM Clock Radio with Lightning Dock,699.9,0.8897496782380067,B
"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",698.04,0.8900535436996925,B
"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",694.194,0.8903557349499209,B
Euro-Pro Shark Turbo Vacuum,693.952,0.8906578208545507,B
OtterBox Defender Series Case - Samsung Galaxy S4,689.77,0.8909580862827596,B
Samsung Convoy 3,688.138,0.8912576412811459,B
"Metal Folding Chairs, Beige, 4/Carton",685.588,0.8915560862329341,B
Tops White Computer Printout Paper,684.74,0.8918541620398144,B
Safco Steel Mobile File Cart,683.552,0.8921517206955737,B
"Howard Miller 11-1/2"" Diameter Brentwood Wall Clock",681.454,0.8924483660659358,B
Flat Face Poster Frame,678.24,0.8927436123422721,B
Holmes Harmony HEPA Air Purifier for 17 x 20 Room,675.12,0.8930375004439471,B
"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",673.87,0.8933308444051331,B
Hunt Boston Vacuum Mount KS Pencil Sharpener,671.808,0.893623290752168,B
Tuf-Vin Binders,669.496,0.8939147306569539,B
Binding Machine Supplies,667.9929999999999,0.8942055162872156,B
Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,665.6759999999999,0.8944952932986664,B
Fellowes Command Center 5-outlet power strip,664.832,0.8947847029064588,B
"GBC Velobind Prepunched Cover Sets, Regency Series",661.942,0.8950728544614402,B
Panasonic KX T7731-B Digital phone,659.934,0.8953601319091397,B
Surelock Post Binders,653.984,0.8956448192481103,B
Hon 61000 Series Interactive Training Tables,653.121,0.8959291309124873,B
Xerox 1886,651.4399999999999,0.8962127108167343,B
"Bush Westfield Collection Bookcases, Dark Cherry Finish",649.376,0.8964953922362053,B
Belkin 8 Outlet SurgeMaster II Gold Surge Protector with Phone Protection,647.84,0.8967774050158435,B
Avery 485,639.03,0.8970555826933133,B
Safco Drafting Table,638.8199999999999,0.897333668955181,B
"Computer Room Manger, 14""",636.6080000000001,0.8976107923060389,B
"Strathmore #10 Envelopes, Ultimate White",632.52,0.8978861360998408,B
Belkin 7 Outlet SurgeMaster II,631.68,0.8981611142312339,B
"TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem",626.538,0.8984338539863105,B
Avaya 5410 Digital phone,625.508,0.8987061453696239,B
Xerox 1880,623.744,0.8989776688618789,B
"BOSTON Ranger #55 Pencil Sharpener, Black",618.562,0.8992469365653218,B
Plantronics MX500i Earset,618.48,0.8995161685731486,B
Xerox 1882,615.78,0.8997842252375187,B
Xerox 1940,615.552,0.9000521826506634,B
Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,614.0579999999999,0.9003194897070954,B
"Companion Letter/Legal File, Black",611.712,0.9005857755206573,B
"Performers Binder/Pad Holder, Black",611.054,0.9008517748986656,B
"Tyvek  Top-Opening Peel & Seel  Envelopes, Gray",610.98,0.901117742063557,B
Motorola L804,607.068,0.9013820062863732,B
Xblue XB-1670-86 X16 Small Office Telephone - Titanium,604.752,0.9016452623256911,B
Xerox 1911,603.54,0.9019079907663905,B
Office Star - Task Chair with Contemporary Loop Arms,600.4680000000001,0.9021693819274237,B
Lexmark 20R1285 X6650 Wireless All-in-One Printer,600.0,0.9024305693622576,B
Anker Astro 15000mAh USB Portable Charger,599.88,0.9026917045596045,B
"Contico 72""H Heavy-Duty Storage System",598.308,0.9029521554458722,B
Hewlett-Packard Deskjet 5550 Printer,597.132,0.9032120944047676,B
Xerox 1942,597.068,0.9034720055036699,B
Grandstream GXP2100 Mainstream Business Phone,596.6220000000001,0.9037317224532456,B
"Xerox Color Copier Paper, 11"" x 17"", Ream",593.84,0.9039902283637486,B
Microsoft Wireless Mobile Mouse 4000,591.852,0.9042478688732175,B
Panasonic KX TS3282B Corded phone,590.328,0.9045048459666019,B
Xerox 1910,586.088,0.9047599773354468,B
Wilson Jones Century Plastic Molded Ring Binders,583.6370000000001,0.9050140417536203,B
Sony Micro Vault Click 8 GB USB 2.0 Flash Drive,582.6759999999999,0.9052676878365858,B
Fellowes Econo/Stor Drawers,581.58,0.9055208568171703,B
"Dana Fluorescent Magnifying Lamp, White, 36""",581.172,0.9057738481902992,B
Canon PC170 Desktop Personal Copier,575.82,0.9060245097715093,B
Xerox 1991,575.568,0.9062750616539967,B
"Howard Miller 16"" Diameter Gallery Wall Clock",575.46,0.906525566522746,B
Avery 477,573.9639999999999,0.9067754201641576,B
Panasonic KP-150 Electric Pencil Sharpener,573.648,0.9070251362468537,B
Xerox 1944,573.648,0.9072748523295496,B
PureGear Roll-On Screen Protector,571.7139999999999,0.9075237265180807,B
First Data TMFD35 PIN Pad,571.2,0.9077723769560425,B
"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",570.78,0.9080208445628001,B
"Green Canvas Binder for 8-1/2"" x 14"" Sheets",569.24,0.9082686417884748,B
Sanford 52201 APSCO Electric Pencil Sharpener,565.3860000000001,0.908514761320193,B
Belkin F8E887 USB Wired Ergonomic Keyboard,563.812,0.9087601956702074,B
Eldon Advantage Chair Mats for Low to Medium Pile Carpets,563.03,0.9090052896059316,B
Belkin F9M820V08 8 Outlet Surge,558.74,0.9092485160514967,B
Microsoft Natural Ergonomic Keyboard 4000,557.814,0.9094913393977875,B
Memorex Micro Travel Drive 16 GB,556.452,0.9097335698486012,B
Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,554.24,0.909974837388405,B
Jet-Pak Recycled Peel 'N' Seal Padded Mailers,552.706,0.9102154371590006,B
Logitech Wireless Anywhere Mouse MX for PC and Mac,551.908,0.9104556895503078,B
12-1/2 Diameter Round Wall Clock,551.448,0.910695741697915,B
Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver ,549.89,0.9109351156288162,B
"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",546.816,0.9111731514094266,B
"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",546.192,0.9114109155551046,B
Panasonic Business Telephones KX-T7736,546.06,0.9116486222395469,B
"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",545.034,0.9118858822934757,B
Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,543.6,0.9121225181094352,B
Xerox 1884,543.456,0.9123590912404105,B
I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,542.984,0.9125954589039368,B
O'Sullivan 5-Shelf Heavy-Duty Bookcases,540.804,0.91283087758645,B
Xerox 1935,538.152,0.9130651418205012,B
Memorex Froggy Flash Drive 8 GB,536.05,0.9132984910279057,B
Tensor Computer Mounted Lamp,536.04,0.9135318358821863,B
Boston KS Multi-Size Manual Pencil Sharpener,533.3679999999999,0.9137640175817571,B
Logitech ClearChat Comfort/USB Headset H390,533.078,0.9139960730407345,B
Wilson Jones Legal Size Ring Binders,532.158,0.9142277280123117,B
Howard Miller Distant Time Traveler Alarm Clock,531.948,0.9144592915682866,B
Newell 334,531.712,0.9146907523905372,B
Staple holder,528.78,0.9149209368768563,B
Southworth 25% Cotton Premium Laser Paper and Envelopes,527.472,0.9151505519745674,B
"Premier Elliptical Ring Binder, Black",526.612,0.9153797927036221,B
